player_key,player_name,team_id,jersey_number,games_played,minutes,goals,assists,shots,shots_on_goal,saves
creighton:mcguireduncan,"McGuire, Duncan",Creighton,13,24,1590,23,3,65,40,0
hofstra:goldthorpeliot,"Goldthorp, Eliot",Hofstra,37,20,1519,17,5,71,36,0
umbc:becherryan,"Becher, Ryan",UMBC,21,18,1533,13,10,50,29,0
mercyhurst:kerrigansean,"Kerrigan, Sean",Mercyhurst,7,16,1184,15,4,67,34,0
rutgers:myersmd,"Myers, MD",Rutgers,9,20,1505,13,6,65,38,0
westernmichigan:sharpcharlie,"Sharp, Charlie",Western Michigan,25,21,1764,12,7,75,35,0
syracuse:opokunathan,"Opoku, Nathan",Syracuse,10,25,1871,11,8,74,34,0
ucsantabarbara:ballardmcbridefinn,"Ballard McBride, Finn",UC Santa Barbara,11,22,1443,14,2,35,21,0
indiana:wittenbrinkryan,"Wittenbrink, Ryan",Indiana,18,25,1833,10,9,60,33,0
smu:ahlanderknut,"Ahlander, Knut",SMU,10,18,1520,12,5,52,22,0
umbc:calheirataylor,"Calheira, Taylor",UMBC,15,17,1435,11,7,70,32,0
quinnipiac:bercedodavid,"Bercedo, David",Quinnipiac,10,19,1293,12,5,42,26,0
syracuse:johnsonlevonte,"Johnson, Levonte",Syracuse,14,25,1543,11,6,54,31,0
washington:meeklucas,"Meek, Lucas",Washington,33,20,1381,10,8,42,24,0
portland:cambridgebrandon,"Cambridge, Brandon",Portland,7,17,1295,11,6,41,19,0
creighton:castrojackson,"Castro, Jackson",Creighton,16,24,1671,10,7,56,26,0
vermont:nagyalex,"Nagy, Alex",Vermont,13,15,900,9,9,47,25,0
butler:aultpalmer,"Ault, Palmer",Butler,15,19,1562,10,6,43,19,0
airforce:dewingthaddaeus,"Dewing, Thaddaeus",Air Force,10,17,1368,11,4,34,19,0
washington:paulilijah,"Paul, Ilijah",Washington,12,20,1353,11,4,39,23,0
mercyhurst:sumnerdylan,"Sumner, Dylan",Mercyhurst,8,16,1335,7,12,68,33,0
charlotte:laceykameron,"Lacey, Kameron",Charlotte,10,17,1189,9,8,54,27,0
pittsburgh:noelvalentin,"Noel, Valentin",Pittsburgh,8,22,1826,11,3,56,29,0
clevelandstate:kolevskibojan,"Kolevski, Bojan",Cleveland State,9,21,1793,10,5,54,30,0
bostoncollege:sigurdarsonstefan,"Sigurdarson, Stefan",Boston College,23,16,1198,12,1,33,19,0
duke:mohammedshakur,"Mohammed, Shakur",Duke,14,21,1638,11,2,61,22,0
merrimackcollege:schlingmannjuri,"Schlingmann, Juri",Merrimack College,18,17,1371,10,4,50,31,0
cornell:moralesbrandon,"Morales, Brandon",Cornell,10,19,1316,8,8,48,23,0
oralroberts:dagostinifelipe,"D'Agostini, Felipe",Oral Roberts,10,17,1059,9,6,40,23,0
lipscomb:dallmannjelldrik,"Dallmann, Jelldrik",Lipscomb,9,16,981,11,2,47,22,0
creighton:probogiorgio,"Probo, Giorgio",Creighton,27,24,1993,5,13,42,18,0
